ticker,start_date_actual,start_price,end_date_actual,end_price,raw_return,normal_return_spy,excess_return,cluster,CAR,MaxDrawdown,Volatility,label
AAOI,2025-01-27,24.54,2025-02-10,30.52,0.24368378158109216,0.009142900901601747,0.23454088067949042,1,0.036358279962234064,-0.07980049875311723,0.08269900433058455,Vulnerable
AAPL,2025-01-27,228.6112,2025-02-10,226.6621,-0.008525829005752938,0.009142900901601747,-0.017668729907354686,1,0.029877686140101445,-0.04900579518742321,0.021412957355743313,Vulnerable
ACIW,2025-01-27,53.25,2025-02-10,52.97,-0.005258215962441359,0.009142900901601747,-0.014401116864043106,1,0.020731743894862986,-0.0353820900966626,0.014443675488266083,Vulnerable
ADBE,2025-01-27,438.6,2025-02-10,451.1,0.028499772001824075,0.009142900901601747,0.019356871100222328,1,0.041523352930557755,-0.028991031390134592,0.015295062024726636,Vulnerable
ADI,2025-01-27,211.2636,2025-02-10,200.9073,-0.04902074943340928,0.009142900901601747,-0.05816365033501103,1,-0.0531296773782578,-0.04902074943340928,0.015041600082527985,Vulnerable
ADP,2025-01-27,291.2353,2025-02-10,297.8138,0.022588264540734038,0.009142900901601747,0.01344536363913229,1,0.037792809229673874,-0.009709689976393654,0.008371328063183423,Vulnerable
ADSK,2025-01-27,299.07,2025-02-10,304.99,0.019794696893703945,0.009142900901601747,0.010651795992102198,1,0.020227290104058437,-0.0327916238437822,0.01816956854590308,Vulnerable
ADTN,2025-01-27,9.49,2025-02-10,11.35,0.19599578503688075,0.009142900901601747,0.186852884135279,1,0.11148262538121967,-0.03849765258215965,0.044941184371340114,Vulnerable
AEIS,2025-01-27,112.908,2025-02-10,112.4793,-0.0037968965883729,0.009142900901601747,-0.012939797489974647,1,-0.09426226785686953,-0.03206438504109488,0.03293842974247293,Vulnerable
AGYS,2025-01-27,89.73,2025-02-10,85.56,-0.046472751588097605,0.009142900901601747,-0.05561565248969935,1,-0.06713662724662772,-0.078645607961921,0.024070553637355507,Vulnerable
AI,2025-01-27,31.14,2025-02-10,35.09,0.12684649967886963,0.009142900901601747,0.11770359877726788,1,0.08080228434738834,-0.0542424242424242,0.04175452979923271,Vulnerable
AIFF,2025-01-27,3.57,2025-02-10,3.1,-0.13165266106442575,0.009142900901601747,-0.1407955619660275,1,-0.14438417341708298,-0.14835164835164827,0.05106604852195979,Vulnerable
AIP,2025-01-27,10.3,2025-02-10,9.92,-0.03689320388349526,0.009142900901601747,-0.04603610478509701,1,-0.16964207225233563,-0.15432649420160593,0.057341514893379415,Vulnerable
AISP,2025-01-27,4.63,2025-02-10,5.74,0.23974082073434122,0.009142900901601747,0.23059791983273947,1,0.17847768911226625,-0.06479481641468676,0.06612924416403698,Vulnerable
ALAB,2025-01-27,83.16,2025-02-10,103.29,0.2420634920634921,0.009142900901601747,0.23292059116189034,1,-0.04911899652100582,-0.04954490006568446,0.09905006992832975,Vulnerable
ALGM,2025-01-27,23.23,2025-02-10,23.37,0.0060266896254843605,0.009142900901601747,-0.0031162112761173866,1,-0.02875206490311477,-0.06557377049180324,0.03843854520917045,Vulnerable
ALKT,2025-01-27,35.29,2025-02-10,35.28,-0.00028336639274573194,0.009142900901601747,-0.009426267294347479,1,0.008665513381485357,-0.04054054054054046,0.015823786954348964,Vulnerable
ALRM,2025-01-27,61.99,2025-02-10,62.5,0.008227133408614362,0.009142900901601747,-0.0009157674929873849,1,0.02233075194008538,-0.027256693923360387,0.011768398276905317,Vulnerable
AMAT,2025-01-27,172.6246,2025-02-10,181.6133,0.05207079408149262,0.009142900901601747,0.042927893179890875,1,-0.008282949243052284,-0.017389475160396906,0.026347548014463446,Vulnerable
AMBA,2025-01-27,73.39,2025-02-10,76.8,0.046464095925875304,0.009142900901601747,0.03732119502427356,1,-0.02879110427446574,-0.03859827323514475,0.03449603680108148,Vulnerable
AMD,2025-01-27,115.01,2025-02-10,110.48,-0.03938787931484222,0.009142900901601747,-0.04853078021644397,1,-0.09433165598448534,-0.09991631799163181,0.035444298607639105,Vulnerable
AMKR,2025-01-27,23.341,2025-02-10,23.9708,0.026982562872199134,0.009142900901601747,0.017839661970597387,1,-0.04389962802682268,-0.035782875542443304,0.028808297206898637,Vulnerable
AMPG,2025-01-27,1.76,2025-02-10,2.56,0.4545454545454546,0.009142900901601747,0.44540255364385284,1,0.3155652955406698,-0.07614213197969544,0.0706718705258141,Vulnerable
AMPL,2025-01-27,11.3,2025-02-10,12.54,0.10973451327433614,0.009142900901601747,0.1005916123727344,1,0.10974410184694527,-0.048760991207034476,0.03923615442180249,Vulnerable
AMSC,2025-01-27,26.03,2025-02-10,32.59,0.2520169035728006,0.009142900901601747,0.24287400267119885,1,0.17717378477052403,-0.0728670816550715,0.11474615371570983,Vulnerable
AMZN,2025-01-27,235.42,2025-02-10,233.14,-0.009684818622037183,0.009142900901601747,-0.01882771952363893,1,-0.0007004507377194047,-0.05333388416095208,0.018652301515818887,Vulnerable
ANET,2025-01-27,100.3,2025-02-10,120.23,0.1987038883349952,0.009142900901601747,0.18956098743339345,1,-0.03246936709008863,-0.03237004252364839,0.07746049800566486,Vulnerable
AOSL,2025-01-27,35.22,2025-02-10,37.15,0.054798409994321506,0.009142900901601747,0.04565550909271976,1,-0.06464422750400467,-0.1426263558735288,0.06476928679787991,Vulnerable
APH,2025-01-27,66.8424,2025-02-10,71.1111,0.06386215934795869,0.009142900901601747,0.054719258446356944,1,-0.05761414452515656,-0.02986231267365891,0.042519206694679575,Vulnerable
API,2025-01-27,4.83,2025-02-10,6.65,0.37681159420289867,0.009142900901601747,0.3676686933012969,1,0.265760445937007,-0.0760330578512397,0.06335087136519388,Vulnerable
APLD,2025-01-27,6.475,2025-02-10,8.11,0.2525096525096524,0.009142900901601747,0.24336675160805066,1,-0.037193087297232585,-0.03827160493827153,0.09896837509464934,Vulnerable
APP,2025-01-27,343.02,2025-02-10,384.4,0.12063436534312877,0.009142900901601747,0.11149146444152702,1,0.06718203071386375,-0.03153105769736497,0.032152655957766174,Vulnerable
APPF,2025-01-27,254.82,2025-02-10,223.08,-0.12455851189074629,0.009142900901601747,-0.13370141279234804,1,-0.10405469016137714,-0.1398040274670167,0.029759812326750415,Vulnerable
APPN,2025-01-27,34.7,2025-02-10,33.93,-0.022190201729106684,0.009142900901601747,-0.03133310263070843,1,0.022247961459170518,-0.09989142236699244,0.032409150754072476,Vulnerable
ARBE,2025-01-27,2.52,2025-02-10,3.09,0.22619047619047605,0.009142900901601747,0.2170475752888743,1,0.0706632637583654,-0.10074626865671643,0.08022256823645979,Vulnerable
ARM,2025-01-27,145.96,2025-02-10,160.84,0.10194573855850919,0.009142900901601747,0.09280283765690744,1,0.006388441794178856,-0.07168417407364647,0.04836398162047499,Vulnerable
ARQQ,2025-01-27,25.52,2025-02-10,18.86,-0.2609717868338558,0.009142900901601747,-0.27011468773545755,1,-0.37323939269686035,-0.2609717868338557,0.03500903660878443,Vulnerable
ASAN,2025-01-27,20.07,2025-02-10,23.44,0.16791230692575998,0.009142900901601747,0.15876940602415823,1,0.18941793641597582,-0.03685168334849853,0.037604138193404926,Vulnerable
ASX,2025-01-27,9.3924,2025-02-10,9.9233,0.05652442400238478,0.009142900901601747,0.04738152310078303,1,-0.04303924089605515,-0.02955765580028169,0.0360407837812211,Vulnerable
ATEN,2025-01-27,18.255,2025-02-10,20.2232,0.1078170364283757,0.009142900901601747,0.09867413552677395,1,0.07176474743173511,-0.01680106543341786,0.021976998644957682,Vulnerable
ATEYY,2025-01-27,56.743,2025-02-10,57.4908,0.013178718079763119,0.009142900901601747,0.004035817178161372,1,-0.1004193033990316,-0.044807289004811235,0.04507724512387167,Vulnerable
ATHM,2025-01-27,28.08,2025-02-10,28.0,-0.002849002849002802,0.009142900901601747,-0.011991903750604549,1,0.01955777607047582,-0.06925963834868631,0.022225695471083596,Vulnerable
ATOM,2025-01-27,8.72,2025-02-10,8.57,-0.017201834862385357,0.009142900901601747,-0.026344735763987104,1,-0.20698243146148643,-0.1308316430020282,0.08452259492184945,Vulnerable
AUDC,2025-01-27,9.7289,2025-02-10,11.746,0.20733073626000897,0.009142900901601747,0.19818783535840723,1,0.15586517636062114,-0.024103444377062022,0.040176304637558405,Vulnerable
AUR,2025-01-27,6.39,2025-02-10,7.8,0.22065727699530524,0.009142900901601747,0.2115143760937035,1,0.13934692251362568,-0.015299026425591,0.04078467290713986,Vulnerable
AUUD,2025-01-27,62.2015,2025-02-10,51.3953,-0.17372892936665518,0.009142900901601747,-0.18287183026825693,1,-0.19312733322909004,-0.1942150639121144,0.03818600283876374,Vulnerable
AVGO,2025-01-27,199.9005,2025-02-10,232.4475,0.16281600096047777,0.009142900901601747,0.15367310005887602,1,-0.013961155243683576,-0.030732519471236563,0.06249097963332453,Vulnerable
AVNW,2025-01-27,18.52,2025-02-10,23.17,0.2510799136069115,0.009142900901601747,0.24193701270530976,1,0.21950706876265125,-0.12068311195445924,0.09452635883609778,Vulnerable
AVPT,2025-01-27,17.93,2025-02-10,19.61,0.09369771332961507,0.009142900901601747,0.08455481242801333,1,0.08971165970036077,-0.012873326467559232,0.014914624809618887,Vulnerable
AXTI,2025-01-27,2.16,2025-02-10,2.01,-0.06944444444444464,0.009142900901601747,-0.07858734534604639,1,-0.12300437974557943,-0.07798165137614699,0.03493216310985955,Vulnerable
BAND,2025-01-27,16.9,2025-02-10,18.26,0.08047337278106537,0.009142900901601747,0.07133047187946362,1,0.06874305277793114,-0.034313725490195957,0.030530866121079428,Vulnerable
BB,2025-01-27,4.09,2025-02-10,5.54,0.3545232273838632,0.009142900901601747,0.34538032648226147,1,0.30022205212894737,-0.029279279279279535,0.03967258056292335,Vulnerable
BBAI,2025-01-27,3.68,2025-02-10,8.72,1.3695652173913042,0.009142900901601747,1.3604223164897025,1,0.888708463781381,-0.04781997187060494,0.16148686049403146,Vulnerable
BBBY,2025-01-27,7.11,2025-02-10,8.68,0.2208157524613219,0.009142900901601747,0.21167285155972015,1,0.19486182116261908,-0.12740384615384626,0.12633933445210482,Vulnerable
BE,2025-01-27,22.42,2025-02-10,25.39,0.13247100802854583,0.009142900901601747,0.12332810712694409,1,-0.10673644738542754,-0.09009812667261374,0.09186201502211858,Vulnerable
BEEM,2025-01-27,2.68,2025-02-10,2.49,-0.07089552238805963,0.009142900901601747,-0.08003842328966138,1,-0.11222305633882534,-0.09782608695652162,0.025120135632139533,Vulnerable
BHE,2025-01-27,42.4893,2025-02-10,41.0782,-0.03321071422687594,0.009142900901601747,-0.042353615128477684,1,-0.10327315929757919,-0.06286844699012517,0.02700847128347969,Vulnerable
BIDU,2025-01-27,88.51,2025-02-10,93.85,0.0603321658569651,0.009142900901601747,0.051189264955363356,1,0.09581138436866588,-0.07449614857022258,0.03997722777115847,Vulnerable
BILI,2025-01-27,16.98,2025-02-10,18.34,0.0800942285041224,0.009142900901601747,0.07095132760252065,1,0.09276045068586003,-0.049459920409323566,0.032433529463269814,Vulnerable
BILL,2025-01-27,92.89,2025-02-10,64.97,-0.30057056733771126,0.009142900901601747,-0.309713468239313,1,-0.2772467255848019,-0.3599464304110437,0.11128087357990628,Vulnerable
BKSY,2025-01-27,13.16,2025-02-10,17.54,0.3328267477203646,0.009142900901601747,0.32368384681876283,1,0.1960786659500232,-0.06779661016949134,0.0794962891252874,Vulnerable
BL,2025-01-27,61.72,2025-02-10,64.41,0.04358392741412831,0.009142900901601747,0.03444102651252656,1,0.070501673190976,-0.03097072419106328,0.02104265050221292,Vulnerable
BLDP,2025-01-27,1.36,2025-02-10,1.41,0.03676470588235281,0.009142900901601747,0.027621804980751063,1,-0.025528508562056795,-0.03676470588235303,0.029380552051563563,Vulnerable
BLIN,2025-01-27,1.66,2025-02-10,1.89,0.13855421686746983,0.009142900901601747,0.12941131596586808,1,0.05267556484038627,-0.11961722488038273,0.055699349924537386,Vulnerable
BLKB,2025-01-27,78.09,2025-02-10,79.76,0.021385580740171717,0.009142900901601747,0.01224267983856997,1,0.05082914231911817,-0.02061723652196157,0.01436039364220284,Vulnerable
BLND,2025-01-27,3.83,2025-02-10,3.98,0.039164490861618884,0.009142900901601747,0.030021589960017137,1,0.08244100022810219,-0.0479797979797979,0.029988390863197423,Vulnerable
BLZE,2025-01-27,6.11,2025-02-10,7.48,0.22422258592471356,0.009142900901601747,0.2150796850231118,1,0.17005961502804534,-0.05732484076433131,0.04489450871657165,Vulnerable
BMBL,2025-01-27,7.98,2025-02-10,8.55,0.0714285714285714,0.009142900901601747,0.06228567052696965,1,0.14288611713557375,-0.045184304399524367,0.03564953727902719,Vulnerable
BMR,2025-01-27,3.56,2025-02-10,3.4,-0.0449438202247191,0.009142900901601747,-0.05408672112632085,1,-0.19002248646658193,-0.08108108108108147,0.05162930201539183,Vulnerable
BOX,2025-01-27,32.3,2025-02-10,34.7,0.07430340557275561,0.009142900901601747,0.06516050467115386,1,0.10145780404456217,-0.01338090990187335,0.014498833067900844,Vulnerable
BRZE,2025-01-27,46.02,2025-02-10,42.63,-0.0736636245110821,0.009142900901601747,-0.08280652541268385,1,-0.05680512652500924,-0.12706480304955536,0.03789072813150561,Vulnerable
BSY,2025-01-27,46.8714,2025-02-10,45.9486,-0.019687912031644106,0.009142900901601747,-0.028830812933245853,1,0.01073945992502534,-0.035140832149242573,0.01643269720506711,Vulnerable
BZ,2025-01-27,14.786,2025-02-10,15.63,0.05708102258893555,0.009142900901601747,0.0479381216873338,1,0.07000383413286704,-0.06245986922280611,0.0347886967715545,Vulnerable
BZAI,2025-01-27,5.15,2025-02-10,3.44,-0.33203883495145636,0.009142900901601747,-0.3411817358530581,1,-0.5489271351892603,-0.42666666666666675,0.110867555479354,Vulnerable
BZUN,2025-01-27,3.06,2025-02-10,3.52,0.15032679738562083,0.009142900901601747,0.14118389648401908,1,0.1592354154900254,-0.07462686567164178,0.04546477509600712,Vulnerable
CACI,2025-01-27,420.81,2025-02-10,382.1,-0.09198925881038944,0.009142900901601747,-0.10113215971199119,1,-0.05331413258028572,-0.10826738908295941,0.025663967902963023,Vulnerable
CARG,2025-01-27,38.99,2025-02-10,39.96,0.024878173890741095,0.009142900901601747,0.01573527298913935,1,0.03289373361908754,-0.05252774352651024,0.019515834528584065,Vulnerable
CARS,2025-01-27,18.12,2025-02-10,17.47,-0.03587196467991183,0.009142900901601747,-0.045014865581513575,1,0.00031875993700369865,-0.08536585365853655,0.021530593895568616,Vulnerable
CCC,2025-01-27,11.3,2025-02-10,10.87,-0.03805309734513285,0.009142900901601747,-0.047195998246734594,1,-0.03886902997877961,-0.038053097345132736,0.00761046021650055,Vulnerable
CCSI,2025-01-27,26.93,2025-02-10,28.27,0.049758633494244364,0.009142900901601747,0.04061573259264262,1,0.08520494095425835,-0.08968462549277256,0.045969636711220785,Vulnerable
CDLX,2025-01-27,3.9,2025-02-10,3.27,-0.16153846153846152,0.009142900901601747,-0.17068136244006327,1,-0.14963473026614904,-0.2512820512820515,0.05424795430310315,Vulnerable
CDNS,2025-01-27,289.87,2025-02-10,305.63,0.0543691999862006,0.009142900901601747,0.04522629908459885,1,-0.03602478200915027,-0.03147343802205149,0.03520341117268352,Vulnerable
CDW,2025-01-27,190.1982,2025-02-10,187.7772,-0.012728827086691763,0.009142900901601747,-0.02187172798829351,1,-0.011600501571286226,-0.070634880961985,0.01969129671801618,Vulnerable
CERT,2025-01-27,13.4,2025-02-10,14.0,0.04477611940298498,0.009142900901601747,0.035633218501383235,1,0.061371658465818935,-0.04356992269852433,0.020421621245724286,Vulnerable
CEVA,2025-01-27,31.7,2025-02-10,32.73,0.032492113564668745,0.009142900901601747,0.023349212663067,1,-0.015124547477249006,-0.04437956204379567,0.03367876901288323,Vulnerable
CFLT,2025-01-27,28.93,2025-02-10,31.46,0.0874524714828897,0.009142900901601747,0.07830957058128796,1,0.10055941445843886,-0.07060333761232362,0.03172661134275079,Vulnerable
CGNT,2025-01-27,9.04,2025-02-10,10.76,0.1902654867256639,0.009142900901601747,0.18112258582406215,1,0.15215954931705356,-0.018331805682859748,0.031621308364194765,Vulnerable
CHKP,2025-01-27,198.2,2025-02-10,215.0,0.08476286579212933,0.009142900901601747,0.07561996489052758,1,0.10901038303348676,-0.03082332526599363,0.026449326292523185,Vulnerable
CHWY,2025-01-27,38.97,2025-02-10,37.76,-0.03104952527585325,0.009142900901601747,-0.040192426177455,1,-0.03263295565322755,-0.06633165829145726,0.018152918708797632,Vulnerable
CIEN,2025-01-27,76.29,2025-02-10,90.11,0.1811508716738759,0.009142900901601747,0.17200797077227414,1,-0.03380829758472126,-0.03661941580756023,0.07408241761170144,Vulnerable
CLBT,2025-01-27,23.0,2025-02-10,25.46,0.1069565217391304,0.009142900901601747,0.09781362083752865,1,0.07978081014600935,-0.030384615384615232,0.02486513112680478,Vulnerable
CLFD,2025-01-27,37.78,2025-02-10,34.52,-0.08628904182106933,0.009142900901601747,-0.09543194272267108,1,-0.14356785277109907,-0.08677248677248672,0.04420523940745817,Vulnerable
CLS,2025-01-27,87.36,2025-02-10,130.23,0.4907280219780219,0.009142900901601747,0.48158512107642015,1,0.1497796296193098,-0.09723672304586894,0.11671874529455012,Vulnerable
CLVT,2025-01-27,5.66,2025-02-10,4.91,-0.13250883392226143,0.009142900901601747,-0.14165173482386317,1,-0.10599418861713394,-0.13250883392226176,0.020196817647499987,Vulnerable
CMBM,2025-01-27,1.31,2025-02-10,1.51,0.15267175572519087,0.009142900901601747,0.14352885482358912,1,0.2858749007688455,-0.12977099236641243,0.06845005979997844,Vulnerable
CMCM,2025-01-27,4.43,2025-02-10,5.93,0.3386004514672687,0.009142900901601747,0.32945755056566695,1,0.2553766902516199,-0.05417607223476273,0.06818566761761022,Vulnerable
CMRC,2025-01-27,6.39,2025-02-10,6.89,0.07824726134585291,0.009142900901601747,0.06910436044425117,1,0.1232762770984901,-0.08144796380090491,0.034420269563711164,Vulnerable
CMTL,2025-01-27,2.22,2025-02-10,2.29,0.03153153153153143,0.009142900901601747,0.022388630629929684,1,-0.037578824739228245,-0.15315315315315337,0.07183333297020558,Vulnerable
CNXN,2025-01-27,71.3423,2025-02-10,64.1439,-0.10089946637548819,0.009142900901601747,-0.11004236727708994,1,-0.10253563496713325,-0.1443001876172606,0.035405660255086326,Vulnerable
COUR,2025-01-27,9.69,2025-02-10,8.04,-0.1702786377708979,0.009142900901601747,-0.17942153867249966,1,-0.04818121241621376,-0.2074303405572756,0.06275798718133534,Vulnerable
CPNG,2025-01-27,22.7,2025-02-10,23.76,0.046696035242290934,0.009142900901601747,0.03755313434068919,1,0.057413508881315245,-0.014993752603082222,0.011201792951771525,Vulnerable
CRDO,2025-01-27,55.6,2025-02-10,77.08,0.3863309352517985,0.009142900901601747,0.37718803435019677,1,0.034985635181676744,-0.032144650929181395,0.1103385868636674,Vulnerable
CRKN,2025-01-27,13.5,2025-02-10,5.79,-0.5711111111111111,0.009142900901601747,-0.5802540120127129,1,-0.8544026548934038,-0.5711111111111111,0.11327146915202614,Vulnerable
CRM,2025-01-27,343.9884,2025-02-10,324.2668,-0.05733216585210443,0.009142900901601747,-0.06647506675370618,1,-0.011772740924351432,-0.09479086305572515,0.026704642985231584,Vulnerable
CRNC,2025-01-27,13.1,2025-02-10,16.5,0.2595419847328244,0.009142900901601747,0.25039908383122267,1,0.19990962266418988,-0.1602658788774003,0.08151411973923472,Vulnerable
CRNT,2025-01-27,4.45,2025-02-10,4.8,0.0786516853932584,0.009142900901601747,0.06950878449165665,1,-0.0038000615719855357,-0.1061452513966481,0.0569535508246282,Vulnerable
CRSR,2025-01-27,8.77,2025-02-10,9.75,0.11174458380843788,0.009142900901601747,0.10260168290683613,1,0.07337219972044995,-0.039460020768432025,0.03294419028755252,Vulnerable
CRUS,2025-01-27,99.42,2025-02-10,104.39,0.049989941661637394,0.009142900901601747,0.04084704076003565,1,0.03939297692155408,-0.04527162977867205,0.03360834380547815,Vulnerable
CRWD,2025-01-27,373.75,2025-02-10,428.92,0.14761204013377927,0.009142900901601747,0.13846913923217752,1,0.14470706800958577,-0.02889791523930707,0.03057424569067942,Vulnerable
CSCO,2025-01-27,57.3677,2025-02-10,60.9896,0.06313483022676536,0.009142900901601747,0.05399192932516361,1,0.015873069576304855,-0.004794540840007522,0.018468376693581447,Vulnerable
CSGS,2025-01-27,54.396,2025-02-10,62.0147,0.1400599308772703,0.009142900901601747,0.13091702997566856,1,0.1593014748825038,-0.0241312893205472,0.0202587114576169,Vulnerable
CSIQ,2025-01-27,10.7,2025-02-10,9.94,-0.07102803738317753,0.009142900901601747,-0.08017093828477928,1,-0.08747094079066642,-0.09252336448598109,0.03133392480448005,Vulnerable
CTLP,2025-01-27,8.14,2025-02-10,9.93,0.2199017199017197,0.009142900901601747,0.21075881900011795,1,0.20282817410447973,-0.04122497055359231,0.0428416453644282,Vulnerable
CTS,2025-01-27,50.8265,2025-02-10,46.3371,-0.08832793916559278,0.009142900901601747,-0.09747084006719453,1,-0.10821113937719029,-0.0945046813858389,0.019107353176774283,Vulnerable
CTSH,2025-01-27,79.425,2025-02-10,85.1429,0.07199118665407611,0.009142900901601747,0.06284828575247436,1,0.08889680442687764,-0.010219279420008331,0.013867259279084098,Vulnerable
CVLT,2025-01-27,158.3,2025-02-10,179.31,0.13272267845862284,0.009142900901601747,0.1235797775570211,1,0.12788161558806743,-0.0826616682286786,0.03909166070273446,Vulnerable
CWAN,2025-01-27,28.11,2025-02-10,28.1,-0.00035574528637483116,0.009142900901601747,-0.009498646187976578,1,0.0005647925549133737,-0.033700137551581744,0.014482700221760725,Vulnerable
CXAI,2025-01-27,1.6,2025-02-10,1.52,-0.050000000000000044,0.009142900901601747,-0.05914290090160179,1,-0.10597009623445819,-0.0858895705521473,0.03518902608567729,Vulnerable
CXM,2025-01-27,8.99,2025-02-10,8.97,-0.0022246941045606095,0.009142900901601747,-0.011367595006162357,1,0.03419238400472935,-0.06162162162162188,0.02100620711201688,Vulnerable
CYBR,2025-01-27,359.46,2025-02-10,389.97,0.08487731597396109,0.009142900901601747,0.07573441507235934,1,0.08703091231966509,-0.018588548601864208,0.015261652948382899,Vulnerable
CYN,2025-01-27,66.0,2025-02-10,27.75,-0.5795454545454546,0.009142900901601747,-0.5886883554470563,0,0.4183003642652978,-0.8636363636363635,0.7069749221198659,Resilient
DAVA,2025-01-27,32.55,2025-02-10,33.28,0.022427035330261358,0.009142900901601747,0.01328413442865961,1,0.038822577105846356,-0.024620060790273346,0.013784313865438947,Vulnerable
DBD,2025-01-27,43.49,2025-02-10,44.09,0.013796275005748537,0.009142900901601747,0.00465337410414679,1,-0.013160294232408387,-0.03840877914952001,0.019734886246985498,Vulnerable
DBX,2025-01-27,32.0,2025-02-10,31.98,-0.0006249999999999867,0.009142900901601747,-0.009767900901601734,1,0.021272689084877117,-0.02233782129742945,0.011508373480621652,Vulnerable
DCBO,2025-01-27,42.71,2025-02-10,42.69,-0.00046827440880359283,0.009142900901601747,-0.00961117531040534,1,-0.0063034129962913354,-0.04832369942196535,0.01379864321270342,Vulnerable
DDD,2025-01-27,4.0,2025-02-10,4.4,0.10000000000000009,0.009142900901601747,0.09085709909839834,1,0.17034941351298438,-0.10000000000000009,0.08270009948511052,Vulnerable
DDL,2025-01-27,3.37,2025-02-10,3.43,0.017804154302670572,0.009142900901601747,0.008661253401068825,1,0.010308469498106487,-0.05444126074498579,0.022627747929168836,Vulnerable
DDOG,2025-01-27,142.16,2025-02-10,147.1,0.03474957794034883,0.009142900901601747,0.025606677038747083,1,0.05141529732270411,-0.06109684640200119,0.02875802905040245,Vulnerable
DELL,2025-01-27,101.9474,2025-02-10,110.2631,0.08156853436183753,0.009142900901601747,0.07242563346023578,1,-0.00017738259995270234,-0.0499285022996252,0.038358484345920256,Vulnerable
